1669295,4236,我们还有多少个三年,2022-12-01 13:30:00,别因为错误否定作品，也别因为作品而原谅错误。,https://www.bilibili.com/video/BV1wD4y1Y7GT,http://i0.hdslb.com/bfs/archive/ce1fecb234bce3f8fd2411b4732fa18149ef2d1e.jpg
391391,1015,怀念没有口罩的日子,2022-11-24 12:30:00,BGM：梁静茹 - 宁夏,https://www.bilibili.com/video/BV1bP4y1R7Sz,http://i1.hdslb.com/bfs/archive/2849dc2362b3e7b737ad0c9bb9ddd5fbbaa9e03e.jpg
170100,482,钟表可以回到起点，但早已不是昨天,2022-11-18 17:30:00,BGM：朴树 - 清白之年,https://www.bilibili.com/video/BV16K411Z7FY,http://i0.hdslb.com/bfs/archive/26d166f1ab335d52bce4a792899b2c4df3da9427.jpg
252027,294,快乐就好，哪有正不正常,2022-11-16 12:30:00,BGM：Ingrid Michaelson - Everybody,https://www.bilibili.com/video/BV1hg411s7ie,http://i1.hdslb.com/bfs/archive/a60bf428584c63a9005f34d01c528d4551341cb8.jpg
358377,411,等你下课一起走好吗,2022-11-09 13:30:00,BGM：等你下课 - 周饼伦 / 杨瑞代,https://www.bilibili.com/video/BV1SG411c7ed,http://i1.hdslb.com/bfs/archive/787bb1a62d7b618a09df549d8ec5f865c70a4b27.jpg
484163,630,去发光，而不是等待被照亮,2022-11-04 17:30:00,"BGM：海洋Bo,高睿 - 我的美丽",https://www.bilibili.com/video/BV14V4y137ew,http://i0.hdslb.com/bfs/archive/b1bc4ae952361d2be27d9e98cecd913b48951fa3.jpg
397413,415,为寂寞的夜空画上一个月亮,2022-11-02 12:30:00,BGM：赵雷 - 画,https://www.bilibili.com/video/BV1d84y1i7Po,http://i2.hdslb.com/bfs/archive/2801a28638d30cd0f58421fd888a0fd3ba92cdc1.jpg
135284,283,一大堆平凡的日子拥挤在未来,2022-10-26 13:30:00,"BGM：霓虹花园,汉堡黄 - 嘿，请你爱我吧",https://www.bilibili.com/video/BV1Nt4y1u7rW,http://i0.hdslb.com/bfs/archive/ba8054011eece89a18044d343e55b920c181f502.jpg
548934,246,现在几点？开心一点！,2022-10-19 13:00:00,"BGM：Owl City,Carly Rae Jepsen - Good Time",https://www.bilibili.com/video/BV1sG411774i,http://i2.hdslb.com/bfs/archive/0b72bd4e2392fb1d1cffff41fda8165fea42fd45.jpg
348162,398,你我最后竟然也平凡到自命不凡,2022-10-15 13:30:00,BGM：毛不易 - 像我这样的人,https://www.bilibili.com/video/BV1yG411E7SD,http://i0.hdslb.com/bfs/archive/9e03f598e9e7ae10abb3b38b3900b0d3e5787f52.jpg
148549,923,我太累了，可以陪我聊聊吗,2022-10-12 13:30:00,"@珀莱雅PROYA    回声计划——青年心理健康公益行动

说出口 是最近的出口。",https://www.bilibili.com/video/BV1LG4y1p7X4,http://i1.hdslb.com/bfs/archive/abec3a6279c56d8f6f2b18903c8b1328d4a1e4cd.jpg
586199,162,这社死来的太突然了,2022-10-05 12:30:00,BGM：陆通 - 膨胀,https://www.bilibili.com/video/BV1GW4y1e7co,http://i1.hdslb.com/bfs/archive/5d711eaf9cd4991dc7f16d93733acedd904c46ab.jpg
1643574,2195,互联网上看了太多高品质生活，所以人们渐渐忘了普通人的模样,2022-10-01 13:30:00,BGM：朴树 - 猎户星座,https://www.bilibili.com/video/BV12N4y1P7KV,http://i0.hdslb.com/bfs/archive/7b5820b066d5bf0cc8e4c99fe0d644c44c35babe.jpg
717836,1098,生活的苦，难不住向前走的人,2022-09-28 14:30:00,BGM：Radical Face - Welcome Home,https://www.bilibili.com/video/BV1b24y1o7GZ,http://i2.hdslb.com/bfs/archive/34dd550604c2feef39a3fe7103356ad143d5edd7.jpg
81360,101,生活奇奇怪怪，修猫可可爱爱,2022-09-21 11:30:00,"BGM：Iron & Wine - Flightless Bird, American Mouth",https://www.bilibili.com/video/BV12Y4y1K7Hr,http://i0.hdslb.com/bfs/archive/413ab4050758e28eba80c7fc5cc732951902e7fe.jpg
